icd10_id,icd10_lbl,mondo/hbo
Q248,Other specified congenital malformations of heart,"['http://purl.obolibrary.org/obo/MONDO_0010753', 'http://purl.obolibrary.org/obo/HP_0011682', 'http://purl.obolibrary.org/obo/MONDO_0017866', 'http://purl.obolibrary.org/obo/HP_0001640', 'http://purl.obolibrary.org/obo/MONDO_0017300', 'http://purl.obolibrary.org/obo/MONDO_0015449', 'http://purl.obolibrary.org/obo/HP_0011724', 'http://purl.obolibrary.org/obo/HP_0001707', 'http://purl.obolibrary.org/obo/MONDO_0022357', 'http://purl.obolibrary.org/obo/MONDO_0016522', 'http://purl.obolibrary.org/obo/MONDO_0018151', 'http://purl.obolibrary.org/obo/HP_0011571', 'http://purl.obolibrary.org/obo/MONDO_0004675', 'http://purl.obolibrary.org/obo/MONDO_0018664', 'http://purl.obolibrary.org/obo/HP_0001683', 'http://purl.obolibrary.org/obo/MONDO_0020064', 'http://purl.obolibrary.org/obo/HP_0005134', 'http://purl.obolibrary.org/obo/MONDO_0016460', 'http://purl.obolibrary.org/obo/MONDO_0019807', 'http://purl.obolibrary.org/obo/HP_0011599', 'http://purl.obolibrary.org/obo/HP_0001750', 'http://purl.obolibrary.org/obo/MONDO_0008922', 'http://purl.obolibrary.org/obo/MONDO_0019506', 'http://purl.obolibrary.org/obo/HP_0001693', 'http://purl.obolibrary.org/obo/HP_0011629', 'http://purl.obolibrary.org/obo/HP_0030718', 'http://purl.obolibrary.org/obo/HP_0011644', 'http://purl.obolibrary.org/obo/HP_0012383', 'http://purl.obolibrary.org/obo/MONDO_0020404', 'http://purl.obolibrary.org/obo/MONDO_0007702', 'http://purl.obolibrary.org/obo/HP_0011103', 'http://purl.obolibrary.org/obo/HP_0000085', 'http://purl.obolibrary.org/obo/HP_0005765', 'http://purl.obolibrary.org/obo/MONDO_0019078', 'http://purl.obolibrary.org/obo/HP_0002009', 'http://purl.obolibrary.org/obo/MONDO_0018470', 'http://purl.obolibrary.org/obo/HP_0000104', 'http://purl.obolibrary.org/obo/MONDO_0009205', 'http://purl.obolibrary.org/obo/HP_0011662', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/MONDO_0015284', 'http://purl.obolibrary.org/obo/MONDO_0011050', 'http://purl.obolibrary.org/obo/HP_0011556']"
Q249,"Congenital malformation of heart, unspecified","['http://purl.obolibrary.org/obo/HP_0000961', 'http://purl.obolibrary.org/obo/MONDO_0020110', 'http://purl.obolibrary.org/obo/MONDO_0017315', 'http://purl.obolibrary.org/obo/MONDO_0010765', 'http://purl.obolibrary.org/obo/HP_0002594', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453', 'http://purl.obolibrary.org/obo/MONDO_0009900', 'http://purl.obolibrary.org/obo/HP_0100257', 'http://purl.obolibrary.org/obo/HP_0000133', 'http://purl.obolibrary.org/obo/HP_0011552', 'http://purl.obolibrary.org/obo/MONDO_0017152', 'http://purl.obolibrary.org/obo/MONDO_0019153', 'http://purl.obolibrary.org/obo/HP_0000465', 'http://purl.obolibrary.org/obo/MONDO_0018677', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/MONDO_0005453', 'http://purl.obolibrary.org/obo/HP_0001627', 'http://purl.obolibrary.org/obo/MONDO_0009583', 'http://purl.obolibrary.org/obo/MONDO_0018043', 'http://purl.obolibrary.org/obo/MONDO_0011243', 'http://purl.obolibrary.org/obo/HP_0003422', 'http://purl.obolibrary.org/obo/MONDO_0009036', 'http://purl.obolibrary.org/obo/MONDO_0015230', 'http://purl.obolibrary.org/obo/HP_0011802', 'http://purl.obolibrary.org/obo/MONDO_0010039', 'http://purl.obolibrary.org/obo/MONDO_0011116', 'http://purl.obolibrary.org/obo/MONDO_0009367', 'http://purl.obolibrary.org/obo/MONDO_0008991', 'http://purl.obolibrary.org/obo/MONDO_0014609', 'http://purl.obolibrary.org/obo/MONDO_0009859', 'http://purl.obolibrary.org/obo/MONDO_0001298', 'http://purl.obolibrary.org/obo/MONDO_0019944', 'http://purl.obolibrary.org/obo/MONDO_0013053', 'http://purl.obolibrary.org/obo/MONDO_0008917', 'http://purl.obolibrary.org/obo/HP_0200048', 'http://purl.obolibrary.org/obo/MONDO_0008857', 'http://purl.obolibrary.org/obo/MONDO_0015280', 'http://purl.obolibrary.org/obo/MONDO_0011008', 'http://purl.obolibrary.org/obo/MONDO_0010221', 'http://purl.obolibrary.org/obo/MONDO_0008005', 'http://purl.obolibrary.org/obo/MONDO_0021651', 'http://purl.obolibrary.org/obo/MONDO_0010802', 'http://purl.obolibrary.org/obo/MONDO_0014044', 'http://purl.obolibrary.org/obo/MONDO_0012417']"
Q250,Patent ductus arteriosus,"['http://purl.obolibrary.org/obo/MONDO_0011827', 'http://purl.obolibrary.org/obo/HP_0001643', 'http://purl.obolibrary.org/obo/HP_0011650', 'http://purl.obolibrary.org/obo/MONDO_0020064', 'http://purl.obolibrary.org/obo/HP_0005134', 'http://purl.obolibrary.org/obo/MONDO_0020412', 'http://purl.obolibrary.org/obo/MONDO_0008209', 'http://purl.obolibrary.org/obo/HP_0030745']"
Q251,Coarctation of aorta,"['http://purl.obolibrary.org/obo/MONDO_0007345', 'http://purl.obolibrary.org/obo/HP_0001680', 'http://purl.obolibrary.org/obo/MONDO_0006656', 'http://purl.obolibrary.org/obo/HP_0011571', 'http://purl.obolibrary.org/obo/MONDO_0020404', 'http://purl.obolibrary.org/obo/HP_0005151', 'http://purl.obolibrary.org/obo/HP_0011647', 'http://purl.obolibrary.org/obo/MONDO_0043576']"
Q252,Atresia of aorta,['http://purl.obolibrary.org/obo/MONDO_0001863']
Q2521,Interruption of aortic arch,"['http://purl.obolibrary.org/obo/MONDO_0016581', 'http://purl.obolibrary.org/obo/HP_0011611', 'http://purl.obolibrary.org/obo/HP_0011647', 'http://purl.obolibrary.org/obo/HP_0011612', 'http://purl.obolibrary.org/obo/HP_0011614']"
Q2529,Other atresia of aorta,"['http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/MONDO_0001863']"
Q253,Supravalvular aortic stenosis,"['http://purl.obolibrary.org/obo/HP_0011647', 'http://purl.obolibrary.org/obo/MONDO_0001863', 'http://purl.obolibrary.org/obo/MONDO_0017735', 'http://purl.obolibrary.org/obo/MONDO_0008504', 'http://purl.obolibrary.org/obo/HP_0004381', 'http://purl.obolibrary.org/obo/HP_0005151']"
Q254,Other congenital malformations of aorta,"['http://purl.obolibrary.org/obo/HP_0011612', 'http://purl.obolibrary.org/obo/HP_0011613', 'http://purl.obolibrary.org/obo/MONDO_0019625', 'http://purl.obolibrary.org/obo/HP_0005295', 'http://purl.obolibrary.org/obo/HP_0011588', 'http://purl.obolibrary.org/obo/MONDO_0020413', 'http://purl.obolibrary.org/obo/HP_0012303', 'http://purl.obolibrary.org/obo/HP_0002623', 'http://purl.obolibrary.org/obo/HP_0011614', 'http://purl.obolibrary.org/obo/MONDO_0015197', 'http://purl.obolibrary.org/obo/HP_0011645', 'http://purl.obolibrary.org/obo/HP_0010775', 'http://purl.obolibrary.org/obo/MONDO_0020415', 'http://purl.obolibrary.org/obo/HP_0011593', 'http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/MONDO_0020416', 'http://purl.obolibrary.org/obo/HP_0004970', 'http://purl.obolibrary.org/obo/MONDO_0020417', 'http://purl.obolibrary.org/obo/HP_0012020', 'http://purl.obolibrary.org/obo/HP_0011590', 'http://purl.obolibrary.org/obo/MONDO_0016581', 'http://purl.obolibrary.org/obo/HP_0011611']"
Q2540,Congenital malformation of aorta unspecified,"['http://purl.obolibrary.org/obo/MONDO_0018089', 'http://purl.obolibrary.org/obo/MONDO_0020417', 'http://purl.obolibrary.org/obo/HP_0012020']"
Q2542,Hypoplasia of aorta,"['http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/HP_0005151']"
Q2543,Congenital aneurysm of aorta,"['http://purl.obolibrary.org/obo/MONDO_0019625', 'http://purl.obolibrary.org/obo/MONDO_0015197', 'http://purl.obolibrary.org/obo/HP_0011645']"
Q2545,Double aortic arch,"['http://purl.obolibrary.org/obo/MONDO_0020413', 'http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/HP_0011590']"
Q2547,Right aortic arch,"['http://purl.obolibrary.org/obo/MONDO_0020417', 'http://purl.obolibrary.org/obo/HP_0012020', 'http://purl.obolibrary.org/obo/MONDO_0018089']"
Q2549,Other congenital malformations of aorta,"['http://purl.obolibrary.org/obo/HP_0005151', 'http://purl.obolibrary.org/obo/HP_0011589', 'http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/MONDO_0016581', 'http://purl.obolibrary.org/obo/HP_0011611', 'http://purl.obolibrary.org/obo/HP_0002623', 'http://purl.obolibrary.org/obo/MONDO_0018089', 'http://purl.obolibrary.org/obo/MONDO_0021727', 'http://purl.obolibrary.org/obo/HP_0011588', 'http://purl.obolibrary.org/obo/HP_0005295', 'http://purl.obolibrary.org/obo/HP_0010775', 'http://purl.obolibrary.org/obo/HP_0012303', 'http://purl.obolibrary.org/obo/HP_0011613', 'http://purl.obolibrary.org/obo/MONDO_0020415', 'http://purl.obolibrary.org/obo/HP_0011593', 'http://purl.obolibrary.org/obo/MONDO_0020416']"
Q255,Atresia of pulmonary artery,"['http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0020007', 'http://purl.obolibrary.org/obo/HP_0004960', 'http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0008343', 'http://purl.obolibrary.org/obo/MONDO_0009931']"
Q256,Stenosis of pulmonary artery,"['http://purl.obolibrary.org/obo/HP_0004415', 'http://purl.obolibrary.org/obo/HP_0004969', 'http://purl.obolibrary.org/obo/MONDO_0017866', 'http://purl.obolibrary.org/obo/MONDO_0007032', 'http://purl.obolibrary.org/obo/HP_0004392', 'http://purl.obolibrary.org/obo/MONDO_0009913', 'http://purl.obolibrary.org/obo/MONDO_0009939', 'http://purl.obolibrary.org/obo/MONDO_0013640', 'http://purl.obolibrary.org/obo/MONDO_0008672']"
Q257,Other congenital malformations of pulmonary artery,"['http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0015239', 'http://purl.obolibrary.org/obo/MONDO_0009930', 'http://purl.obolibrary.org/obo/HP_0004414', 'http://purl.obolibrary.org/obo/HP_0011661', 'http://purl.obolibrary.org/obo/HP_0005143', 'http://purl.obolibrary.org/obo/MONDO_0020007', 'http://purl.obolibrary.org/obo/HP_0004960', 'http://purl.obolibrary.org/obo/MONDO_0020419', 'http://purl.obolibrary.org/obo/HP_0004971']"
Q2572,Congenital pulmonary arteriovenous malformation,"['http://purl.obolibrary.org/obo/HP_0004937', 'http://purl.obolibrary.org/obo/MONDO_0017152', 'http://purl.obolibrary.org/obo/HP_0004927']"
Q2579,Other congenital malformations of pulmonary artery,"['http://purl.obolibrary.org/obo/MONDO_0015239', 'http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/MONDO_0020007', 'http://purl.obolibrary.org/obo/HP_0004960', 'http://purl.obolibrary.org/obo/HP_0011661', 'http://purl.obolibrary.org/obo/HP_0004927', 'http://purl.obolibrary.org/obo/HP_0004414', 'http://purl.obolibrary.org/obo/HP_0012516', 'http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0020419', 'http://purl.obolibrary.org/obo/HP_0004971', 'http://purl.obolibrary.org/obo/HP_0005143', 'http://purl.obolibrary.org/obo/MONDO_0008542', 'http://purl.obolibrary.org/obo/HP_0001636', 'http://purl.obolibrary.org/obo/MONDO_0008343']"
Q258,Other congenital malformations of other great arteries,"['http://purl.obolibrary.org/obo/MONDO_0020412', 'http://purl.obolibrary.org/obo/HP_0011650', 'http://purl.obolibrary.org/obo/MONDO_0020444']"
Q260,Congenital stenosis of vena cava,['http://purl.obolibrary.org/obo/MONDO_0020451']
Q261,Persistent left superior vena cava,"['http://purl.obolibrary.org/obo/HP_0005301', 'http://purl.obolibrary.org/obo/MONDO_0020442']"
Q262,Total anomalous pulmonary venous connection,"['http://purl.obolibrary.org/obo/MONDO_0007130', 'http://purl.obolibrary.org/obo/HP_0011626', 'http://purl.obolibrary.org/obo/HP_0011546']"
Q263,Partial anomalous pulmonary venous connection,"['http://purl.obolibrary.org/obo/MONDO_0020453', 'http://purl.obolibrary.org/obo/HP_0010773']"
Q264,"Anomalous pulmonary venous connection, unspecified","['http://purl.obolibrary.org/obo/MONDO_0007130', 'http://purl.obolibrary.org/obo/HP_0011626', 'http://purl.obolibrary.org/obo/MONDO_0020419', 'http://purl.obolibrary.org/obo/HP_0004971']"
Q268,Other congenital malformations of great veins,"['http://purl.obolibrary.org/obo/MONDO_0020419', 'http://purl.obolibrary.org/obo/HP_0004971', 'http://purl.obolibrary.org/obo/MONDO_0020445', 'http://purl.obolibrary.org/obo/MONDO_0020436', 'http://purl.obolibrary.org/obo/HP_0011567', 'http://purl.obolibrary.org/obo/MONDO_0020452', 'http://purl.obolibrary.org/obo/MONDO_0007130', 'http://purl.obolibrary.org/obo/HP_0011626', 'http://purl.obolibrary.org/obo/MONDO_0017864', 'http://purl.obolibrary.org/obo/MONDO_0020295', 'http://purl.obolibrary.org/obo/HP_0011718', 'http://purl.obolibrary.org/obo/HP_0011666', 'http://purl.obolibrary.org/obo/MONDO_0020444']"
Q269,"Congenital malformation of great vein, unspecified","['http://purl.obolibrary.org/obo/MONDO_0019829', 'http://purl.obolibrary.org/obo/MONDO_0020295', 'http://purl.obolibrary.org/obo/HP_0011718', 'http://purl.obolibrary.org/obo/MONDO_0019830', 'http://purl.obolibrary.org/obo/MONDO_0010067', 'http://purl.obolibrary.org/obo/HP_0011642']"
Q270,Congenital absence and hypoplasia of umbilical artery,['http://purl.obolibrary.org/obo/HP_0001195']
Q271,Congenital renal artery stenosis,"['http://purl.obolibrary.org/obo/HP_0001920', 'http://purl.obolibrary.org/obo/MONDO_0019993']"
Q273,Arteriovenous malformation (peripheral),"['http://purl.obolibrary.org/obo/MONDO_0015402', 'http://purl.obolibrary.org/obo/MONDO_0020296', 'http://purl.obolibrary.org/obo/HP_0002390', 'http://purl.obolibrary.org/obo/MONDO_0015405', 'http://purl.obolibrary.org/obo/MONDO_0012016', 'http://purl.obolibrary.org/obo/MONDO_0018893', 'http://purl.obolibrary.org/obo/MONDO_0015401', 'http://purl.obolibrary.org/obo/MONDO_0018892', 'http://purl.obolibrary.org/obo/MONDO_0007154', 'http://purl.obolibrary.org/obo/HP_0002408', 'http://purl.obolibrary.org/obo/HP_0006574']"
Q2730,"Arteriovenous malformation, site unspecified","['http://purl.obolibrary.org/obo/HP_0100026', 'http://purl.obolibrary.org/obo/MONDO_0012016', 'http://purl.obolibrary.org/obo/MONDO_0015293', 'http://purl.obolibrary.org/obo/MONDO_0017623', 'http://purl.obolibrary.org/obo/MONDO_0012726', 'http://purl.obolibrary.org/obo/MONDO_0018893', 'http://purl.obolibrary.org/obo/MONDO_0020296', 'http://purl.obolibrary.org/obo/MONDO_0020783']"
Q2733,Arteriovenous malformation of digestive system vessel,['http://purl.obolibrary.org/obo/HP_0006574']
Q2739,"Arteriovenous malformation, other site","['http://purl.obolibrary.org/obo/MONDO_0015401', 'http://purl.obolibrary.org/obo/MONDO_0015402', 'http://purl.obolibrary.org/obo/HP_0002390']"
Q278,Other specified congenital malformations of peripheral vascular system,"['http://purl.obolibrary.org/obo/MONDO_0007672', 'http://purl.obolibrary.org/obo/HP_0100545', 'http://purl.obolibrary.org/obo/MONDO_0013125', 'http://purl.obolibrary.org/obo/MONDO_0010842', 'http://purl.obolibrary.org/obo/MONDO_0010067', 'http://purl.obolibrary.org/obo/MONDO_0019319', 'http://purl.obolibrary.org/obo/MONDO_0020048', 'http://purl.obolibrary.org/obo/MONDO_0021727', 'http://purl.obolibrary.org/obo/MONDO_0020418', 'http://purl.obolibrary.org/obo/HP_0011589', 'http://purl.obolibrary.org/obo/MONDO_0011089', 'http://purl.obolibrary.org/obo/HP_0012022', 'http://purl.obolibrary.org/obo/MONDO_0007203', 'http://purl.obolibrary.org/obo/MONDO_0008818']"
Q279,"Congenital malformation of peripheral vascular system, unspecified","['http://purl.obolibrary.org/obo/MONDO_0012016', 'http://purl.obolibrary.org/obo/HP_0012721', 'http://purl.obolibrary.org/obo/HP_0100026', 'http://purl.obolibrary.org/obo/MONDO_0007203', 'http://purl.obolibrary.org/obo/MONDO_0019156', 'http://purl.obolibrary.org/obo/MONDO_0013659', 'http://purl.obolibrary.org/obo/MONDO_0015408', 'http://purl.obolibrary.org/obo/MONDO_0016608', 'http://purl.obolibrary.org/obo/MONDO_0016231', 'http://purl.obolibrary.org/obo/HP_0005306', 'http://purl.obolibrary.org/obo/MONDO_0011744', 'http://purl.obolibrary.org/obo/MONDO_0013038', 'http://purl.obolibrary.org/obo/MONDO_0016223', 'http://purl.obolibrary.org/obo/HP_0011004', 'http://purl.obolibrary.org/obo/MONDO_0011240', 'http://purl.obolibrary.org/obo/HP_0010881']"
Q280,Arteriovenous malformation of precerebral vessels,"['http://purl.obolibrary.org/obo/MONDO_0007154', 'http://purl.obolibrary.org/obo/HP_0002408']"
Q281,Other malformations of precerebral vessels,"['http://purl.obolibrary.org/obo/MONDO_0020048', 'http://purl.obolibrary.org/obo/MONDO_0001612', 'http://purl.obolibrary.org/obo/HP_0100546']"
Q282,Arteriovenous malformation of cerebral vessels,"['http://purl.obolibrary.org/obo/MONDO_0007154', 'http://purl.obolibrary.org/obo/HP_0002408', 'http://purl.obolibrary.org/obo/MONDO_0015407', 'http://purl.obolibrary.org/obo/MONDO_0015406', 'http://purl.obolibrary.org/obo/MONDO_0015405', 'http://purl.obolibrary.org/obo/MONDO_0018892']"
Q283,Other malformations of cerebral vessels,"['http://purl.obolibrary.org/obo/HP_0100545', 'http://purl.obolibrary.org/obo/MONDO_0031037']"
Q288,Other specified congenital malformations of circulatory system,"['http://purl.obolibrary.org/obo/MONDO_0020064', 'http://purl.obolibrary.org/obo/HP_0005134', 'http://purl.obolibrary.org/obo/MONDO_0011089', 'http://purl.obolibrary.org/obo/HP_0012022', 'http://purl.obolibrary.org/obo/HP_0004947', 'http://purl.obolibrary.org/obo/MONDO_0008542', 'http://purl.obolibrary.org/obo/HP_0001636', 'http://purl.obolibrary.org/obo/HP_0030745']"
Q289,"Congenital malformation of circulatory system, unspecified","['http://purl.obolibrary.org/obo/MONDO_0019783', 'http://purl.obolibrary.org/obo/MONDO_0000747', 'http://purl.obolibrary.org/obo/HP_0001539', 'http://purl.obolibrary.org/obo/MONDO_0024239', 'http://purl.obolibrary.org/obo/MONDO_0005385']"
Q300,Choanal atresia,"['http://purl.obolibrary.org/obo/HP_0000452', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453', 'http://purl.obolibrary.org/obo/MONDO_0015237', 'http://purl.obolibrary.org/obo/HP_0009927', 'http://purl.obolibrary.org/obo/MONDO_0011323', 'http://purl.obolibrary.org/obo/MONDO_0044751', 'http://purl.obolibrary.org/obo/HP_0002028', 'http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/MONDO_0008358']"
Q301,Agenesis and underdevelopment of nose,"['http://purl.obolibrary.org/obo/MONDO_0015770', 'http://purl.obolibrary.org/obo/MONDO_0015237', 'http://purl.obolibrary.org/obo/HP_0009927', 'http://purl.obolibrary.org/obo/HP_0000506', 'http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/HP_0030028', 'http://purl.obolibrary.org/obo/HP_0009924', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453', 'http://purl.obolibrary.org/obo/MONDO_0015414', 'http://purl.obolibrary.org/obo/HP_0011803', 'http://purl.obolibrary.org/obo/MONDO_0011323', 'http://purl.obolibrary.org/obo/HP_0009924']"
Q302,"Fissured, notched and cleft nose","['http://purl.obolibrary.org/obo/MONDO_0000156', 'http://purl.obolibrary.org/obo/HP_0000243', 'http://purl.obolibrary.org/obo/MONDO_0015414', 'http://purl.obolibrary.org/obo/HP_0011803', 'http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/MONDO_0016643', 'http://purl.obolibrary.org/obo/HP_0000456']"
Q308,Other congenital malformations of nose,"['http://purl.obolibrary.org/obo/HP_0009932', 'http://purl.obolibrary.org/obo/MONDO_0015672', 'http://purl.obolibrary.org/obo/HP_0000506', 'http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/MONDO_0015237', 'http://purl.obolibrary.org/obo/HP_0009927', 'http://purl.obolibrary.org/obo/HP_0009924', 'http://purl.obolibrary.org/obo/MONDO_0009955', 'http://purl.obolibrary.org/obo/HP_0011120', 'http://purl.obolibrary.org/obo/MONDO_0016643', 'http://purl.obolibrary.org/obo/HP_0009914', 'http://purl.obolibrary.org/obo/MONDO_0019634', 'http://purl.obolibrary.org/obo/HP_0000482', 'http://purl.obolibrary.org/obo/MONDO_0015390', 'http://purl.obolibrary.org/obo/HP_0030028', 'http://purl.obolibrary.org/obo/MONDO_0016290', 'http://purl.obolibrary.org/obo/MONDO_0015392', 'http://purl.obolibrary.org/obo/MONDO_0015414', 'http://purl.obolibrary.org/obo/HP_0011803', 'http://purl.obolibrary.org/obo/MONDO_0015389', 'http://purl.obolibrary.org/obo/HP_0000456', 'http://purl.obolibrary.org/obo/MONDO_0013268', 'http://purl.obolibrary.org/obo/MONDO_0015388']"
Q309,"Congenital malformation of nose, unspecified","['http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/MONDO_0016643', 'http://purl.obolibrary.org/obo/MONDO_0007615', 'http://purl.obolibrary.org/obo/HP_0010689', 'http://purl.obolibrary.org/obo/MONDO_0021651', 'http://purl.obolibrary.org/obo/MONDO_0007200']"
