icd10_id,icd10_lbl,mondo_id,mondo_lbl,mondo_score,hb_id,hb_lbl,hp_score
Q398,Other congenital malformations of esophagus,http://purl.obolibrary.org/obo/MONDO_0001044,congenital atresia of esophagus,2,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q399,"Congenital malformation of esophagus, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q40,Other congenital malformations of upper alimentary tract,http://purl.obolibrary.org/obo/CL_0002631,epithelial cell of upper respiratory tract,4,http://purl.obolibrary.org/obo/HP_0000177,Abnormality of upper lip,5
Q400,Congenital hypertrophic pyloric stenosis,http://purl.obolibrary.org/obo/MONDO_0001560,hypertrophic pyloric stenosis,1,http://purl.obolibrary.org/obo/HP_0002021,Infantile hypertrophic pyloric stenosis,1
Q401,Congenital hiatus hernia,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,1,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,1
Q402,Other specified congenital malformations of stomach,http://purl.obolibrary.org/obo/CL_0002178,epithelial cell of stomach,4,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,5
Q403,"Congenital malformation of stomach, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q408,Other specified congenital malformations of upper alimentary tract,http://purl.obolibrary.org/obo/CL_0002631,epithelial cell of upper respiratory tract,5,http://purl.obolibrary.org/obo/HP_0000177,Abnormality of upper lip,6
Q409,"Congenital malformation of upper alimentary tract, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,4,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,4
Q41,"Congenital absence, atresia and stenosis of small intestine",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,4,http://purl.obolibrary.org/obo/HP_0012848,Narrowing of small intestine,5
Q410,"Congenital absence, atresia and stenosis of duodenum",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,5
Q411,"Congenital absence, atresia and stenosis of jejunum",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,5
Q412,"Congenital absence, atresia and stenosis of ileum",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,5
Q418,"Congenital absence, atresia and stenosis of other specified parts of small intestine",http://purl.obolibrary.org/obo/CL_0009022,stromal cell of lamina propria of small intestine,8,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of occipital bone of skull,9
Q419,"Congenital absence, atresia and stenosis of small intestine, part unspecified",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,6,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of the posterior fossa bones,8
Q42,"Congenital absence, atresia and stenosis of large intestine",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,4,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,6
Q420,"Congenital absence, atresia and stenosis of rectum with fistula",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,5,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of posterior fossa bones,7
Q421,"Congenital absence, atresia and stenosis of rectum without fistula",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,5,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of posterior fossa bones,7
Q422,"Congenital absence, atresia and stenosis of anus with fistula",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,5,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of posterior fossa bones,7
Q423,"Congenital absence, atresia and stenosis of anus without fistula",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,5,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of posterior fossa bones,7
Q428,"Congenital absence, atresia and stenosis of other parts of large intestine",http://purl.obolibrary.org/obo/CL_0002203,brush cell of epithelium proper of large intestine,7,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of occipital bone of skull,8
Q429,"Congenital absence, atresia and stenosis of large intestine, part unspecified",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,6,http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of the posterior fossa bones,8
Q43,Other congenital malformations of intestine,http://purl.obolibrary.org/obo/MONDO_0008666,congenital malrotation of intestine,2,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q430,Meckel's diverticulum (displaced) (hypertrophic),http://purl.obolibrary.org/obo/MONDO_0000954,Meckel's diverticulum cancer,2,http://purl.obolibrary.org/obo/HP_0000015,Bladder diverticulum,3
Q431,Hirschsprung's disease,http://purl.obolibrary.org/obo/MONDO_0018309,Hirschsprung's disease,0,http://purl.obolibrary.org/obo/HP_0000112,Kidney disease,1
Q432,Other congenital functional disorders of colon,http://purl.obolibrary.org/obo/MONDO_0010562,congenital atresia of colon,3,http://purl.obolibrary.org/obo/HP_0004785,Malrotation of colon,4
Q433,Congenital malformations of intestinal fixation,http://purl.obolibrary.org/obo/GO_1904478,regulation of intestinal absorption,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q434,Duplication of intestine,http://purl.obolibrary.org/obo/MONDO_0001138,angiodysplasia of intestine,1,http://purl.obolibrary.org/obo/HP_0003762,Duplication of uterus,1
Q435,Ectopic anus,http://purl.obolibrary.org/obo/HP_0004397,Ectopic anus,0,http://purl.obolibrary.org/obo/HP_0004397,Ectopic anus,0
Q436,Congenital fistula of rectum and anus,http://purl.obolibrary.org/obo/MONDO_0001177,stenosis of rectum and anus,2,http://purl.obolibrary.org/obo/HP_0000143,Abnormal connection between rectum and vagina,4
Q437,Persistent cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,cloaca,1,http://purl.obolibrary.org/obo/HP_0012621,Persistent cloaca,0
Q438,Other specified congenital malformations of intestine,http://purl.obolibrary.org/obo/MONDO_0008666,congenital malrotation of intestine,3,http://purl.obolibrary.org/obo/HP_0200008,Growths in inner lining of intestine,4
Q439,"Congenital malformation of intestine, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q44,"Congenital malformations of gallbladder, bile ducts and liver",http://purl.obolibrary.org/obo/HP_0006571,Reduced number of intrahepatic bile ducts,5,http://purl.obolibrary.org/obo/HP_0001406,Impaired release of bile from liver,5
Q440,"Agenesis, aplasia and hypoplasia of gallbladder",http://purl.obolibrary.org/obo/CL_1000415,epithelial cell of gallbladder,4,http://purl.obolibrary.org/obo/HP_0000275,Horizontal hypoplasia of face,4
Q441,Other congenital malformations of gallbladder,http://purl.obolibrary.org/obo/CL_1000415,epithelial cell of gallbladder,3,http://purl.obolibrary.org/obo/HP_0012437,Abnormal shape of gallbladder,3
Q442,Atresia of bile ducts,http://purl.obolibrary.org/obo/MONDO_0008867,atresia of bile ducts,1,http://purl.obolibrary.org/obo/HP_0001408,Proliferation of bile canaliculi,2
Q443,Congenital stenosis and stricture of bile ducts,http://purl.obolibrary.org/obo/MONDO_0008867,atresia of bile ducts,4,http://purl.obolibrary.org/obo/HP_0034328,Fibro-obliterative loss of bile ducts,4
Q444,Choledochal cyst,http://purl.obolibrary.org/obo/HP_0000107,Renal cyst,1,http://purl.obolibrary.org/obo/HP_0100890,Choledochal cyst,0
Q445,Other congenital malformations of bile ducts,http://purl.obolibrary.org/obo/MONDO_0008867,atresia of bile ducts,3,http://purl.obolibrary.org/obo/HP_0034328,Fibro-obliterative loss of bile ducts,3
Q446,Cystic disease of liver,http://purl.obolibrary.org/obo/MONDO_0005154,disease of liver,1,http://purl.obolibrary.org/obo/HP_0001397,Fatty infiltration of liver,2
Q447,Other congenital malformations of liver,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0001397,Fatty infiltration of liver,3
Q45,Other congenital malformations of digestive system,http://purl.obolibrary.org/obo/MAXO_0001409,therapeutic procedure of digestive system,3,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,4
Q450,"Agenesis, aplasia and hypoplasia of pancreas",http://purl.obolibrary.org/obo/CL_0000083,epithelial cell of pancreas,4,http://purl.obolibrary.org/obo/HP_0000275,Horizontal hypoplasia of face,4
Q451,Annular pancreas,http://purl.obolibrary.org/obo/MONDO_0008183,annular pancreas,1,http://purl.obolibrary.org/obo/HP_0001734,Annular pancreas,0
Q452,Congenital pancreatic cyst,http://purl.obolibrary.org/obo/MONDO_0017783,congenital pancreatic cyst,1,http://purl.obolibrary.org/obo/HP_0000107,Renal cyst,2
Q453,Other congenital malformations of pancreas and pancreatic duct,http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",5,http://purl.obolibrary.org/obo/HP_0030993,Duplication of pancreatic duct,5
Q458,Other specified congenital malformations of digestive system,http://purl.obolibrary.org/obo/MAXO_0001409,therapeutic procedure of digestive system,4,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,5
Q459,"Congenital malformation of digestive system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",http://purl.obolibrary.org/obo/MONDO_0000645,benign tumor of fallopian tubes,6,http://purl.obolibrary.org/obo/HP_0000175,Cleft of hard and soft palate,7
Q500,Congenital absence of ovary,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,1,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,1
Q5001,"Congenital absence of ovary, unilateral",http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q5002,"Congenital absence of ovary, bilateral",http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q501,Developmental ovarian cyst,http://purl.obolibrary.org/obo/MONDO_0002224,malignant ovarian cyst,1,http://purl.obolibrary.org/obo/HP_0012886,Hemorrhagic ovarian cyst,1
Q502,Congenital torsion of ovary,http://purl.obolibrary.org/obo/CL_0002095,hilus cell of ovary,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q503,Other congenital malformations of ovary,http://purl.obolibrary.org/obo/CL_0002095,hilus cell of ovary,3,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q5031,Accessory ovary,http://purl.obolibrary.org/obo/HP_0004244,Accessory scaphoid,1,http://purl.obolibrary.org/obo/HP_0000147,Polycystic ovary,1
Q5032,Ovarian streak,http://purl.obolibrary.org/obo/HP_0000138,Ovarian cyst,1,http://purl.obolibrary.org/obo/HP_0000137,Ovarian disease,1
Q5039,Other congenital malformation of ovary,http://purl.obolibrary.org/obo/MONDO_0016231,congenital malformation of capillary,2,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q504,Embryonic cyst of fallopian tube,http://purl.obolibrary.org/obo/MONDO_0024652,embryonic cyst of fallopian tube,1,http://purl.obolibrary.org/obo/HP_0008655,Aplasia/Hypoplasia of the fallopian tube,3
Q505,Embryonic cyst of broad ligament,http://purl.obolibrary.org/obo/MONDO_0045043,disorder of broad ligament,2,http://purl.obolibrary.org/obo/HP_0020076,Ganglion cyst of the wrist,3
Q506,Other congenital malformations of fallopian tube and broad ligament,http://purl.obolibrary.org/obo/MONDO_0000645,benign neoplasm of fallopian tube,6,http://purl.obolibrary.org/obo/HP_0000175,Cleft of hard and soft palate,7
Q51,Congenital malformations of uterus and cervix,http://purl.obolibrary.org/obo/MONDO_0010173,congenital absence of uterus and vagina,3,http://purl.obolibrary.org/obo/HP_0000972,Hyperkeratosis of palms and soles,4
Q510,Agenesis and aplasia of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,3,http://purl.obolibrary.org/obo/HP_0000561,Agenesis of eyelashes,3
Q511,Doubling of uterus with doubling of cervix and vagina,http://purl.obolibrary.org/obo/MONDO_0015836,Bicervical bicornuate uterus with patent cervix and vagina,4,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,6
Q5110,Doubling of uterus with doubling of cervix and vagina without obstruction,http://purl.obolibrary.org/obo/MONDO_0015836,Bicervical bicornuate uterus with patent cervix and vagina,6,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,8
Q5111,Doubling of uterus with doubling of cervix and vagina with obstruction,http://purl.obolibrary.org/obo/MONDO_0015836,Bicervical bicornuate uterus with patent cervix and vagina,6,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,8
Q512,Other doubling of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,2,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,2
Q5120,NA,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q5121,Complete doubling of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,2,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,2
Q5122,Partial doubling of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,2,http://purl.obolibrary.org/obo/HP_0000653,Partial absence of eyelashes,2
Q5128,Other and unspecified doubling of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,4,http://purl.obolibrary.org/obo/HP_0001276,Spasticity and rigidity of muscles,4
Q513,Bicornate uterus,http://purl.obolibrary.org/obo/HP_0000136,Bifid uterus,1,http://purl.obolibrary.org/obo/HP_0000013,Hypoplastic uterus,1
Q514,Unicornate uterus,http://purl.obolibrary.org/obo/HP_0000136,Bifid uterus,1,http://purl.obolibrary.org/obo/HP_0000013,Hypoplastic uterus,1
Q515,Agenesis and aplasia of cervix,http://purl.obolibrary.org/obo/CL_0002535,epithelial cell of cervix,3,http://purl.obolibrary.org/obo/HP_0000561,Agenesis of eyelashes,3
Q516,Embryonic cyst of cervix,http://purl.obolibrary.org/obo/CL_0002535,epithelial cell of cervix,2,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,3
Q517,Congenital fistulae between uterus and digestive and urinary tracts,http://purl.obolibrary.org/obo/MONDO_0008580,"toes, space between first and second",7,http://purl.obolibrary.org/obo/HP_0000143,Abnormal connection between rectum and vagina,7
Q518,Other congenital malformations of uterus and cervix,http://purl.obolibrary.org/obo/MONDO_0010173,congenital absence of uterus and vagina,3,http://purl.obolibrary.org/obo/HP_0000972,Hyperkeratosis of palms and soles,5
Q5181,Other congenital malformations of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,3,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,3
Q51810,Arcuate uterus,http://purl.obolibrary.org/obo/HP_0000136,Bifid uterus,1,http://purl.obolibrary.org/obo/HP_0000013,Hypoplastic uterus,1
Q51811,Hypoplasia of uterus,http://purl.obolibrary.org/obo/HP_0000013,Hypoplasia of the uterus,1,http://purl.obolibrary.org/obo/HP_0000013,Hypoplasia of the uterus,1
Q51818,Other congenital malformations of uterus,http://purl.obolibrary.org/obo/CL_0002149,epithelial cell of uterus,3,http://purl.obolibrary.org/obo/HP_0003762,Doubling of uterus,3
Q5182,Other congenital malformations of cervix,http://purl.obolibrary.org/obo/CL_0002535,epithelial cell of cervix,3,http://purl.obolibrary.org/obo/HP_0031522,Clear cell carcinoma of cervix,3
Q51820,Cervical duplication,http://purl.obolibrary.org/obo/HP_0000073,Ureteral duplication,1,http://purl.obolibrary.org/obo/HP_6000414,Cervical duplication,0
Q51821,Hypoplasia of cervix,http://purl.obolibrary.org/obo/HP_0000685,Hypoplasia of teeth,1,http://purl.obolibrary.org/obo/HP_0000274,Hypoplasia of face,1
