icd10_id,icd10_lbl,mondo/hbo urls,mondo/hpo labels
Q7649,"Other congenital malformations of spine, not associated with scoliosis","['http://purl.obolibrary.org/obo/HP_0008417', 'http://purl.obolibrary.org/obo/MONDO_0008806', 'http://purl.obolibrary.org/obo/HP_0010305', 'http://purl.obolibrary.org/obo/MONDO_0015262', 'http://purl.obolibrary.org/obo/MONDO_0009028', 'http://purl.obolibrary.org/obo/MONDO_0015233', 'http://purl.obolibrary.org/obo/HP_0003422', 'http://purl.obolibrary.org/obo/HP_0002937', 'http://purl.obolibrary.org/obo/MONDO_0016065', 'http://purl.obolibrary.org/obo/HP_0008439', 'http://purl.obolibrary.org/obo/HP_0003468', 'http://purl.obolibrary.org/obo/HP_0011332', 'http://purl.obolibrary.org/obo/MONDO_0016087', 'http://purl.obolibrary.org/obo/MONDO_0013360', 'http://purl.obolibrary.org/obo/HP_0003468', 'http://purl.obolibrary.org/obo/HP_0002023', 'http://purl.obolibrary.org/obo/MONDO_0008340', 'http://purl.obolibrary.org/obo/HP_0007970', 'http://purl.obolibrary.org/obo/HP_0008465', 'http://purl.obolibrary.org/obo/MONDO_0009621', 'http://purl.obolibrary.org/obo/HP_0008467', 'http://purl.obolibrary.org/obo/MONDO_0007232', 'http://purl.obolibrary.org/obo/MONDO_0011018', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/MONDO_0010831', 'http://purl.obolibrary.org/obo/MONDO_0015826', 'http://purl.obolibrary.org/obo/HP_0002946', 'http://purl.obolibrary.org/obo/MONDO_0019413', 'http://purl.obolibrary.org/obo/MONDO_0008650', 'http://purl.obolibrary.org/obo/MONDO_0009859', 'http://purl.obolibrary.org/obo/MONDO_0009047', 'http://purl.obolibrary.org/obo/HP_0000028', 'http://purl.obolibrary.org/obo/HP_0008459']","['Vertebral hypoplasia', 'Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome', 'Absence of the sacrum', 'brachyolmia', 'Crane-Heise syndrome', 'caudal appendage-deafness syndrome', 'Vertebral segmentation defect', 'Hemivertebrae', 'cleft palate-short stature-vertebral anomalies syndrome', 'Lumbar hemivertebrae', 'Abnormal vertebral morphology', 'Hemifacial hypoplasia', 'progressive non-infectious anterior vertebral fusion', 'brachyolmia, Maroteaux type', 'Abnormal vertebral morphology', 'Anal atresia', 'ptosis, hereditary congenital, 1', 'Congenital ptosis', 'Absent vertebra', 'microcephaly-cervical spine fusion anomalies syndrome', 'Thoracic hemivertebrae', 'autosomal dominant brachyolmia', 'brachyolmia-amelogenesis imperfecta syndrome', 'Congenital diaphragmatic hernia', 'familial caudal dysgenesis', 'autosomal dominant spondylocostal dysostosis', 'Supernumerary vertebrae', 'ischio-vertebral syndrome', 'posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome', 'PHAVER syndrome', 'cryptorchidism', 'Cryptorchidism', 'Cervical vertebral agenesis']"
Q765,Cervical rib,"['http://purl.obolibrary.org/obo/HP_0005815', 'http://purl.obolibrary.org/obo/MONDO_0007303', 'http://purl.obolibrary.org/obo/HP_0000891']","['Supernumerary ribs', 'cervical rib disease', 'Cervical ribs']"
Q766,Other congenital malformations of ribs,"['http://purl.obolibrary.org/obo/HP_0000883', 'http://purl.obolibrary.org/obo/HP_0002023', 'http://purl.obolibrary.org/obo/MONDO_0015826', 'http://purl.obolibrary.org/obo/MONDO_0007301', 'http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/HP_0005815']","['Thin ribs', 'Anal atresia', 'autosomal dominant spondylocostal dysostosis', 'cerebrocostomandibular syndrome', 'Micrognathia', 'Supernumerary ribs']"
Q767,Congenital malformation of sternum,"['http://purl.obolibrary.org/obo/MONDO_0016066', 'http://purl.obolibrary.org/obo/HP_0010309']","['sternal cleft', 'Bifid sternum']"
Q768,Other congenital malformations of bony thorax,['http://purl.obolibrary.org/obo/MONDO_0010180'],['autosomal recessive spondylocostal dysostosis']
Q770,Achondrogenesis,"['http://purl.obolibrary.org/obo/MONDO_0008701', 'http://purl.obolibrary.org/obo/MONDO_0019648']","['achondrogenesis type IA', 'achondrogenesis']"
Q771,Thanatophoric short stature,"['http://purl.obolibrary.org/obo/MONDO_0008547', 'http://purl.obolibrary.org/obo/MONDO_0017042']","['thanatophoric dysplasia type 2', 'thanatophoric dysplasia']"
Q772,Short rib syndrome,"['http://purl.obolibrary.org/obo/MONDO_0019691', 'http://purl.obolibrary.org/obo/HP_0000773', 'http://purl.obolibrary.org/obo/MONDO_0013127', 'http://purl.obolibrary.org/obo/MONDO_0015461', 'http://purl.obolibrary.org/obo/HP_0002983', 'http://purl.obolibrary.org/obo/MONDO_0007861', 'http://purl.obolibrary.org/obo/MONDO_0018342', 'http://purl.obolibrary.org/obo/MONDO_0018770', 'http://purl.obolibrary.org/obo/MONDO_0007986', 'http://purl.obolibrary.org/obo/MONDO_0016068', 'http://purl.obolibrary.org/obo/MONDO_0019662', 'http://purl.obolibrary.org/obo/MONDO_0013127', 'http://purl.obolibrary.org/obo/MONDO_0010024', 'http://purl.obolibrary.org/obo/HP_0002335', 'http://purl.obolibrary.org/obo/MONDO_0008551', 'http://purl.obolibrary.org/obo/MONDO_0018772', 'http://purl.obolibrary.org/obo/HP_0002335']","['short rib dysplasia', 'Short ribs', 'asphyxiating thoracic dystrophy 3', 'short rib-polydactyly syndrome', 'Micromelia', 'isolated cloverleaf skull syndrome', 'Joubert syndrome with Jeune asphyxiating thoracic dystrophy', 'Jeune syndrome', 'metatropic dysplasia', 'fibrochondrogenesis', 'short rib-polydactyly syndrome, Majewski type', 'asphyxiating thoracic dystrophy 3', 'Beemer-Langer syndrome', 'Agenesis of cerebellar vermis', 'thoracolaryngopelvic dysplasia', 'Joubert syndrome', 'Agenesis of cerebellar vermis']"
Q773,Chondrodysplasia punctata,"['http://purl.obolibrary.org/obo/MONDO_0007322', 'http://purl.obolibrary.org/obo/MONDO_0007562', 'http://purl.obolibrary.org/obo/MONDO_0009189', 'http://purl.obolibrary.org/obo/MONDO_0007561', 'http://purl.obolibrary.org/obo/HP_0004334', 'http://purl.obolibrary.org/obo/MONDO_0045017', 'http://purl.obolibrary.org/obo/MONDO_0008973', 'http://purl.obolibrary.org/obo/MONDO_0015627', 'http://purl.obolibrary.org/obo/MONDO_0015776', 'http://purl.obolibrary.org/obo/MONDO_0019701', 'http://purl.obolibrary.org/obo/HP_0010655', 'http://purl.obolibrary.org/obo/MONDO_0011765', 'http://purl.obolibrary.org/obo/MONDO_0008974', 'http://purl.obolibrary.org/obo/MONDO_0010803', 'http://purl.obolibrary.org/obo/MONDO_0000845', 'http://purl.obolibrary.org/obo/HP_0010734', 'http://purl.obolibrary.org/obo/MONDO_0045008', 'http://purl.obolibrary.org/obo/MONDO_0007489', 'http://purl.obolibrary.org/obo/MONDO_0011778']","['chondrodysplasia punctata, tibial-metacarpal type', 'multiple epiphyseal dysplasia, Beighton type', 'multiple epiphyseal dysplasia type 4', 'multiple epiphyseal dysplasia type 1', 'Dermal atrophy', 'cholesterol biosynthetic process disease', 'chondrodysplasia punctata, Toriello type', 'multiple epiphyseal dysplasia due to collagen 9 anomaly', 'rhizomelic chondrodysplasia punctata', 'chondrodysplasia punctata', 'Epiphyseal stippling', 'multiple epiphyseal dysplasia type 5', 'Greenberg dysplasia', 'Eiken syndrome', 'fibrous dysplasia', 'Fibrous dysplasia of the bones', 'cholesterol metabolism disease', 'dysplasia epiphysealis hemimelica', 'multiple epiphyseal dysplasia, Al-Gazali type']"
Q774,Achondroplasia,"['http://purl.obolibrary.org/obo/MONDO_0007035', 'http://purl.obolibrary.org/obo/HP_0000956', 'http://purl.obolibrary.org/obo/MONDO_0019648', 'http://purl.obolibrary.org/obo/MONDO_0007037', 'http://purl.obolibrary.org/obo/MONDO_0014658', 'http://purl.obolibrary.org/obo/MONDO_0007793', 'http://purl.obolibrary.org/obo/MONDO_0012387']","['acanthosis nigricans', 'Acanthosis nigricans', 'achondrogenesis', 'Achondroplasia', 'severe achondroplasia-developmental delay-acanthosis nigricans syndrome', 'hypochondroplasia', 'osteosclerosis-ichthyosis-premature ovarian failure syndrome']"
Q775,Diastrophic dysplasia,"['http://purl.obolibrary.org/obo/MONDO_0009107', 'http://purl.obolibrary.org/obo/MONDO_0000389', 'http://purl.obolibrary.org/obo/MONDO_0009727', 'http://purl.obolibrary.org/obo/HP_0002983']","['diastrophic dysplasia', 'atelosteogenesis', 'atelosteogenesis type II', 'Micromelia']"
Q776,Chondroectodermal dysplasia,"['http://purl.obolibrary.org/obo/MONDO_0009162', 'http://purl.obolibrary.org/obo/MONDO_0004588', 'http://purl.obolibrary.org/obo/HP_0000662']","['Ellis-van Creveld syndrome', 'night blindness', 'Nyctalopia']"
Q777,Spondyloepiphyseal dysplasia,"['http://purl.obolibrary.org/obo/MONDO_0011939', 'http://purl.obolibrary.org/obo/MONDO_0015799', 'http://purl.obolibrary.org/obo/MONDO_0019666', 'http://purl.obolibrary.org/obo/MONDO_0009458', 'http://purl.obolibrary.org/obo/MONDO_0009130', 'http://purl.obolibrary.org/obo/MONDO_0012716', 'http://purl.obolibrary.org/obo/MONDO_0007738', 'http://purl.obolibrary.org/obo/MONDO_0012206', 'http://purl.obolibrary.org/obo/MONDO_0010902', 'http://purl.obolibrary.org/obo/MONDO_0019675', 'http://purl.obolibrary.org/obo/MONDO_0008975', 'http://purl.obolibrary.org/obo/MONDO_0010073', 'http://purl.obolibrary.org/obo/MONDO_0007986', 'http://purl.obolibrary.org/obo/MONDO_0008196', 'http://purl.obolibrary.org/obo/HP_0002758', 'http://purl.obolibrary.org/obo/MONDO_0008471', 'http://purl.obolibrary.org/obo/MONDO_0011335', 'http://purl.obolibrary.org/obo/MONDO_0010078', 'http://purl.obolibrary.org/obo/MONDO_0008476', 'http://purl.obolibrary.org/obo/HP_0002657', 'http://purl.obolibrary.org/obo/MONDO_0016648', 'http://purl.obolibrary.org/obo/HP_0002654', 'http://purl.obolibrary.org/obo/MONDO_0012019', 'http://purl.obolibrary.org/obo/MONDO_0012108', 'http://purl.obolibrary.org/obo/MONDO_0011252', 'http://purl.obolibrary.org/obo/MONDO_0011261', 'http://purl.obolibrary.org/obo/MONDO_0019667', 'http://purl.obolibrary.org/obo/MONDO_0007562', 'http://purl.obolibrary.org/obo/MONDO_0013014', 'http://purl.obolibrary.org/obo/MONDO_0008827', 'http://purl.obolibrary.org/obo/MONDO_0100510', 'http://purl.obolibrary.org/obo/HP_0002651', 'http://purl.obolibrary.org/obo/MONDO_0016068', 'http://purl.obolibrary.org/obo/MONDO_0018490', 'http://purl.obolibrary.org/obo/MONDO_0008473', 'http://purl.obolibrary.org/obo/HP_0008070', 'http://purl.obolibrary.org/obo/MONDO_0011778', 'http://purl.obolibrary.org/obo/MONDO_0010076', 'http://purl.obolibrary.org/obo/MONDO_0010994', 'http://purl.obolibrary.org/obo/HP_0000938', 'http://purl.obolibrary.org/obo/MONDO_0010068', 'http://purl.obolibrary.org/obo/MONDO_0011198', 'http://purl.obolibrary.org/obo/MONDO_0009785', 'http://purl.obolibrary.org/obo/MONDO_0015708', 'http://purl.obolibrary.org/obo/MONDO_0008322', 'http://purl.obolibrary.org/obo/MONDO_0010803', 'http://purl.obolibrary.org/obo/MONDO_0008490']","['Spondyloenchondrodysplasia with immune dysregulation', 'Smith-McCort dysplasia', 'spondyloepimetaphyseal dysplasia, PAPSS2 type', 'Schimke immuno-osseous dysplasia', 'Dyggve-Melchior-Clausen disease', 'spondyloepiphyseal dysplasia, Cantu type', 'spondyloepiphyseal dysplasia with congenital joint dislocations', 'spondyloepiphyseal dysplasia with metatarsal shortening', 'spondyloepiphyseal dysplasia, Reardon type', 'spondyloepimetaphyseal dysplasia with joint laxity', 'otospondylomegaepiphyseal dysplasia', 'spondyloepiphyseal dysplasia tarda, Kohn type', 'metatropic dysplasia', 'parastremmatic dwarfism', 'Osteoarthritis', 'spondyloepiphyseal dysplasia congenita', 'spondyloepimetaphyseal dysplasia with multiple dislocations', 'spondyloperipheral dysplasia', 'spondyloepimetaphyseal dysplasia, Strudwick type', 'Spondylometaphyseal dysplasia', 'multiple epiphyseal dysplasia', 'Multiple epiphyseal dysplasia', 'spondyloepiphyseal dysplasia, Kimberley type', 'spondyloepimetaphyseal dysplasia, matrilin-3 type', 'spondyloepimetaphyseal dysplasia, Shohat type', 'spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and intellectual disability', 'spondyloepiphyseal dysplasia tarda', 'multiple epiphyseal dysplasia, Beighton type', 'spondyloepimetaphyseal dysplasia, aggrecan type', 'progressive pseudorheumatoid arthropathy of childhood', 'spondyloepimetaphyseal dysplasia', 'Spondyloepimetaphyseal dysplasia', 'fibrochondrogenesis', 'cono-spondylar dysplasia', 'spondyloepimetaphyseal dysplasia, Maroteaux type', 'Sparse hair', 'multiple epiphyseal dysplasia, Al-Gazali type', 'spondyloepimetaphyseal dysplasia, Irapa type', 'obsolete micromelic dwarfism, Fryns type', 'Osteopenia', 'spondyloepimetaphyseal dysplasia, sponastrime type', 'spondyloepimetaphyseal dysplasia, Missouri type', 'opsismodysplasia', 'immuno-osseous dysplasia', 'pseudoachondroplasia', 'Eiken syndrome', 'otospondylomegaepiphyseal dysplasia, autosomal dominant']"
Q778,Other osteochondrodysplasia with defects of growth of tubular bones and spine,"['http://purl.obolibrary.org/obo/MONDO_0019648', 'http://purl.obolibrary.org/obo/MONDO_0007055', 'http://purl.obolibrary.org/obo/MONDO_0019408', 'http://purl.obolibrary.org/obo/MONDO_0007987', 'http://purl.obolibrary.org/obo/MONDO_0007481', 'http://purl.obolibrary.org/obo/MONDO_0016648', 'http://purl.obolibrary.org/obo/HP_0002654', 'http://purl.obolibrary.org/obo/MONDO_0009588', 'http://purl.obolibrary.org/obo/MONDO_0008322', 'http://purl.obolibrary.org/obo/MONDO_0009192', 'http://purl.obolibrary.org/obo/MONDO_0008196', 'http://purl.obolibrary.org/obo/MONDO_0010994', 'http://purl.obolibrary.org/obo/MONDO_0007986', 'http://purl.obolibrary.org/obo/MONDO_0007209', 'http://purl.obolibrary.org/obo/MONDO_0013232', 'http://purl.obolibrary.org/obo/MONDO_0011275', 'http://purl.obolibrary.org/obo/MONDO_0019691', 'http://purl.obolibrary.org/obo/MONDO_0010013', 'http://purl.obolibrary.org/obo/MONDO_0008175', 'http://purl.obolibrary.org/obo/MONDO_0019413', 'http://purl.obolibrary.org/obo/MONDO_0010801', 'http://purl.obolibrary.org/obo/HP_0004060', 'http://purl.obolibrary.org/obo/MONDO_0007341', 'http://purl.obolibrary.org/obo/MONDO_0007251', 'http://purl.obolibrary.org/obo/MONDO_0008479', 'http://purl.obolibrary.org/obo/MONDO_0008478', 'http://purl.obolibrary.org/obo/MONDO_0018154', 'http://purl.obolibrary.org/obo/HP_0003067', 'http://purl.obolibrary.org/obo/MONDO_0008878']","['achondrogenesis', 'Acromicric dysplasia', 'Astley-Kendall dysplasia', 'Kniest dysplasia', 'Leri-Weill dyschondrosteosis', 'multiple epiphyseal dysplasia', 'Multiple epiphyseal dysplasia', 'Langer mesomelic dysplasia', 'pseudoachondroplasia', 'Wolcott-Rallison syndrome', 'parastremmatic dwarfism', 'obsolete micromelic dwarfism, Fryns type', 'metatropic dysplasia', 'Weismann-Netter syndrome', 'brachydactylous dwarfism, Mseleni type', 'acromesomelic dysplasia 1, Maroteaux type', 'short rib dysplasia', 'schneckenbecken dysplasia', 'pacman dysplasia', 'ischio-vertebral syndrome', 'spondylocamptodactyly syndrome', 'Trident hand', 'cleidorhizomelic syndrome', 'campomelic dysplasia', ""spondylometaphyseal dysplasia, 'corner fracture' type"", 'spondylometaphyseal dysplasia, Schmidt type', 'Madelung deformity', 'Madelung deformity', 'bone dysplasia, lethal Holmgren type']"
Q779,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",['http://purl.obolibrary.org/obo/MONDO_0016068'],['fibrochondrogenesis']
Q780,Osteogenesis imperfecta,"['http://purl.obolibrary.org/obo/MONDO_0008148', 'http://purl.obolibrary.org/obo/MONDO_0008146', 'http://purl.obolibrary.org/obo/MONDO_0009804', 'http://purl.obolibrary.org/obo/MONDO_0011243', 'http://purl.obolibrary.org/obo/MONDO_0007470', 'http://purl.obolibrary.org/obo/HP_0000592', 'http://purl.obolibrary.org/obo/MONDO_0019019', 'http://purl.obolibrary.org/obo/MONDO_0018849', 'http://purl.obolibrary.org/obo/HP_0000703', 'http://purl.obolibrary.org/obo/MONDO_0017196', 'http://purl.obolibrary.org/obo/MONDO_0001149', 'http://purl.obolibrary.org/obo/MONDO_0008147', 'http://purl.obolibrary.org/obo/MONDO_0012536']","['osteogenesis imperfecta type 4', 'osteogenesis imperfecta type 1', 'osteogenesis imperfecta type 3', 'grange syndrome', 'calvarial doughnut lesions-bone fragility syndrome', 'Blue sclerae', 'osteogenesis imperfecta', 'dentinogenesis imperfecta', 'Dentinogenesis imperfecta', 'osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome', 'microcephaly', 'osteogenesis imperfecta type 2', 'osteogenesis imperfecta type 7']"
Q781,Polyostotic fibrous dysplasia,"['http://purl.obolibrary.org/obo/MONDO_0008274', 'http://purl.obolibrary.org/obo/HP_0010735', 'http://purl.obolibrary.org/obo/HP_0000957', 'http://purl.obolibrary.org/obo/MONDO_0018919', 'http://purl.obolibrary.org/obo/MONDO_0000845', 'http://purl.obolibrary.org/obo/HP_0010734', 'http://purl.obolibrary.org/obo/MONDO_0000845']","['polyostotic fibrous dysplasia', 'Polyostotic fibrous dysplasia', 'Cafe-au-lait spot', 'McCune-Albright syndrome', 'fibrous dysplasia', 'Fibrous dysplasia of the bones', 'fibrous dysplasia']"
Q782,Osteopetrosis,"['http://purl.obolibrary.org/obo/MONDO_0008156', 'http://purl.obolibrary.org/obo/MONDO_0002933', 'http://purl.obolibrary.org/obo/HP_0011001', 'http://purl.obolibrary.org/obo/MONDO_0007764', 'http://purl.obolibrary.org/obo/MONDO_0008155', 'http://purl.obolibrary.org/obo/MONDO_0015612', 'http://purl.obolibrary.org/obo/MONDO_0015613', 'http://purl.obolibrary.org/obo/HP_0011060', 'http://purl.obolibrary.org/obo/MONDO_0015800', 'http://purl.obolibrary.org/obo/MONDO_0017838', 'http://purl.obolibrary.org/obo/HP_0004313', 'http://purl.obolibrary.org/obo/MONDO_0017198', 'http://purl.obolibrary.org/obo/HP_0011002', 'http://purl.obolibrary.org/obo/MONDO_0010866', 'http://purl.obolibrary.org/obo/MONDO_0019026', 'http://purl.obolibrary.org/obo/HP_0011002', 'http://purl.obolibrary.org/obo/HP_0010740', 'http://purl.obolibrary.org/obo/MONDO_0009818', 'http://purl.obolibrary.org/obo/MONDO_0007970', 'http://purl.obolibrary.org/obo/MONDO_0010623', 'http://purl.obolibrary.org/obo/MONDO_0007396', 'http://purl.obolibrary.org/obo/MONDO_0019702', 'http://purl.obolibrary.org/obo/MONDO_0009022', 'http://purl.obolibrary.org/obo/HP_0001274', 'http://purl.obolibrary.org/obo/MONDO_0019093', 'http://purl.obolibrary.org/obo/HP_0012475', 'http://purl.obolibrary.org/obo/MONDO_0010295', 'http://purl.obolibrary.org/obo/MONDO_0010310']","['autosomal dominant osteopetrosis 2', 'osteosclerosis', 'Increased bone mineral density', 'autosomal dominant osteosclerosis, Worth type', 'osteomesopyknosis', 'Dent disease', 'dentin dysplasia', 'Dentinogenesis imperfecta limited to primary teeth', 'osteosclerosis-developmental delay-craniosynostosis syndrome', 'sclerosteosis', 'Decreased circulating antibody concentration', 'osteopetrosis', 'Osteopetrosis', 'infantile osteopetrosis with neuroaxonal dysplasia', 'autosomal recessive osteopetrosis', 'Osteopetrosis', 'Osteopathia striata', 'autosomal recessive osteopetrosis 3', 'melorheostosis', 'ichthyosis and male hypogonadism', 'dysostosis, Stanescu type', 'neonatal osteosclerotic dysplasia', 'corpus callosum, agenesis of', 'Agenesis of corpus callosum', 'immunodeficiency due to selective anti-polysaccharide antibody deficiency', 'Decreased circulating level of specific antibody', 'anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome', 'osteopathia striata with cranial sclerosis']"
Q783,Progressive diaphyseal dysplasia,"['http://purl.obolibrary.org/obo/MONDO_0009274', 'http://purl.obolibrary.org/obo/HP_0100252', 'http://purl.obolibrary.org/obo/MONDO_0007542', 'http://purl.obolibrary.org/obo/HP_0100252', 'http://purl.obolibrary.org/obo/MONDO_0009031']","['ghosal hematodiaphyseal dysplasia', 'Diaphyseal dysplasia', 'Camurati-Engelmann disease', 'Diaphyseal dysplasia', 'craniodiaphyseal dysplasia']"
Q784,Enchondromatosis,"['http://purl.obolibrary.org/obo/MONDO_0010924', 'http://purl.obolibrary.org/obo/HP_0012321', 'http://purl.obolibrary.org/obo/MONDO_0007653', 'http://purl.obolibrary.org/obo/MONDO_0016001', 'http://purl.obolibrary.org/obo/MONDO_0020474', 'http://purl.obolibrary.org/obo/MONDO_0008145', 'http://purl.obolibrary.org/obo/HP_0005701', 'http://purl.obolibrary.org/obo/MONDO_0015985', 'http://purl.obolibrary.org/obo/MONDO_0008145', 'http://purl.obolibrary.org/obo/MONDO_0019412']","['D-2-hydroxyglutaric aciduria', 'D-2-hydroxyglutaric aciduria', 'genochondromatosis', '2-hydroxyglutaric aciduria', 'cheirospondyloenchondromatosis', 'Ollier disease', 'Multiple enchondromatosis', 'obsolete bone dysplasia, Azouz type', 'Ollier disease', 'dysspondyloenchondromatosis']"
Q785,Metaphyseal dysplasia,"['http://purl.obolibrary.org/obo/MONDO_0007982', 'http://purl.obolibrary.org/obo/MONDO_0015465', 'http://purl.obolibrary.org/obo/HP_0011527', 'http://purl.obolibrary.org/obo/MONDO_0000138', 'http://purl.obolibrary.org/obo/HP_0005871', 'http://purl.obolibrary.org/obo/MONDO_0002933', 'http://purl.obolibrary.org/obo/HP_0011001', 'http://purl.obolibrary.org/obo/MONDO_0009943', 'http://purl.obolibrary.org/obo/HP_0100255', 'http://purl.obolibrary.org/obo/MONDO_0009595', 'http://purl.obolibrary.org/obo/MONDO_0011620', 'http://purl.obolibrary.org/obo/MONDO_0013873', 'http://purl.obolibrary.org/obo/MONDO_0008882', 'http://purl.obolibrary.org/obo/MONDO_0009597', 'http://purl.obolibrary.org/obo/MONDO_0015708', 'http://purl.obolibrary.org/obo/MONDO_0015177', 'http://purl.obolibrary.org/obo/MONDO_0008619', 'http://purl.obolibrary.org/obo/MONDO_0011496', 'http://purl.obolibrary.org/obo/MONDO_0007983', 'http://purl.obolibrary.org/obo/HP_0012376', 'http://purl.obolibrary.org/obo/MONDO_0015942', 'http://purl.obolibrary.org/obo/MONDO_0008479', 'http://purl.obolibrary.org/obo/MONDO_0011939']","['metaphyseal chondrodysplasia, Jansen type', 'craniometaphyseal dysplasia', 'Lentiglobus', 'metaphyseal chondrodysplasia', 'Metaphyseal chondrodysplasia', 'osteosclerosis', 'Increased bone mineral density', 'Pyle disease', 'Metaphyseal dysplasia', 'cartilage-hair hypoplasia', 'metaphyseal dysplasia, Braun-Tinschert type', 'IMAGe syndrome', 'congenital bowing of long bones', 'metaphyseal chondrodysplasia, Spahr type', 'immuno-osseous dysplasia', 'metaphyseal anadysplasia', 'ulna metaphyseal dysplasia syndrome', 'mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis', 'Schmid metaphyseal chondrodysplasia', 'Microphakia', 'frontometaphyseal dysplasia', ""spondylometaphyseal dysplasia, 'corner fracture' type"", 'Spondyloenchondrodysplasia with immune dysregulation']"
